Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
The Green Mile,tt0120689,1999,"Crime, Drama, Fantasy","Director:, Frank Darabont, | ,     Stars:, Tom Hanks, , Michael Clarke Duncan, , David Morse, , Bonnie Hunt","A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.",8.6,189 min,R,1336483,"136,801,374"
True Blood,tt0844441,2008–2014,"Drama, Fantasy, Mystery","Stars:, Anna Paquin, , Stephen Moyer, , Sam Trammell, , Ryan Kwanten","Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",7.9,55 min,TV-MA,251902,
Invincible,tt6741278,2021– ,"Animation, Action, Adventure","Stars:, Steven Yeun, , J.K. Simmons, , Sandra Oh, , Zazie Beetz",An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,8.7,50 min,TV-MA,153770,
Avatar: The Last Airbender,tt0417299,2005–2008,"Animation, Action, Adventure","Stars:, Dee Bradley Baker, , Zach Tyler Eisen, , Mae Whitman, , Jack De Sena","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,23 min,TV-Y7-FV,332410,
The Sandman,tt1751634,2022– ,"Drama, Fantasy, Horror","Stars:, Tom Sturridge, , Boyd Holbrook, , Patton Oswalt, , Vivienne Acheampong","Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",7.7,45 min,TV-MA,157761,
Aladdin,tt6139732,2019,"Adventure, Comedy, Family","Director:, Guy Ritchie, | ,     Stars:, Will Smith, , Mena Massoud, , Naomi Scott, , Marwan Kenzari",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,6.9,128 min,PG,276500,"355,559,216"
Loki,tt9140554,2021– ,"Action, Adventure, Fantasy","Stars:, Tom Hiddleston, , Owen Wilson, , Eugene Cordero, , Gugu Mbatha-Raw",The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,8.2,53 min,TV-14,341343,
"Love, Death & Robots",tt9561862,2019– ,"Animation, Short, Action","Stars:, Fred Tatasciore, , Scott Whyte, , Nolan North, , Noshir Dalal","A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.4,15 min,TV-MA,179754,
Harry Potter and the Goblet of Fire,tt0330373,2005,"Adventure, Family, Fantasy","Director:, Mike Newell, | ,     Stars:, Daniel Radcliffe, , Emma Watson, , Rupert Grint, , Eric Sykes","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",7.7,157 min,PG-13,647570,"290,013,036"
The Umbrella Academy,tt1312171,2019–2023,"Action, Adventure, Comedy","Stars:, Elliot Page, , Aidan Gallagher, , Tom Hopper, , David Castañeda","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",7.9,60 min,TV-14,258379,
Shang-Chi and the Legend of the Ten Rings,tt9376612,2021,"Action, Adventure, Fantasy","Director:, Destin Daniel Cretton, | ,     Stars:, Simu Liu, , Awkwafina, , Tony Leung Chiu-wai, , Ben Kingsley","Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",7.4,132 min,PG-13,403516,"224,543,292"
Beetlejuice,tt0094721,1988,"Comedy, Fantasy","Director:, Tim Burton, | ,     Stars:, Alec Baldwin, , Geena Davis, , Michael Keaton, , Annie McEnroe","The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",7.5,92 min,PG,316253,"73,707,461"
Beauty and the Beast,tt2771200,I) (2017,"Adventure, Family, Fantasy","Director:, Bill Condon, | ,     Stars:, Emma Watson, , Dan Stevens, , Luke Evans, , Josh Gad","A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner.",7.1,129 min,PG,319766,"504,014,165"
The Leftovers,tt2699128,2014–2017,"Drama, Fantasy, Mystery","Stars:, Justin Theroux, , Amy Brenneman, , Christopher Eccleston, , Liv Tyler","Three years after the disappearance of 2% of the global human population, a group of people in a small New York community try to continue their lives while coping with the tragedy of the unexplained nature of the event.",8.3,60 min,TV-MA,104466,
Miraculous: Tales of Ladybug & Cat Noir,tt2580046,2015– ,"Animation, Action, Adventure","Stars:, Cristina Valenzuela, , Bryce Papenbrook, , Keith Silverstein, , Max Mittelman","Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.6,20 min,TV-Y7,13003,
Cinderella,tt1661199,I) (2015,"Adventure, Drama, Family","Director:, Kenneth Branagh, | ,     Stars:, Lily James, , Cate Blanchett, , Richard Madden, , Helena Bonham Carter","When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",6.9,105 min,PG,182923,"201,151,353"
Star Wars: Episode IV - A New Hope,tt0076759,1977,"Action, Adventure, Fantasy","Director:, George Lucas, | ,     Stars:, Mark Hamill, , Harrison Ford, , Carrie Fisher, , Alec Guinness","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",8.6,121 min,PG,1394788,"322,740,140"
The Power,tt10369484,2023– ,"Drama, Fantasy","Stars:, Toni Collette, , Toheeb Jimoh, , Halle Bush, , Ria Zmitrowicz","Based on the New York Times bestseller, The Power is our world, but for one twist of nature. Suddenly, women develop a mysterious new ability to electrocute at will, leading to an extraordinary global reversal of the power balance",6.5,,TV-14,6300,
Black Adam,tt6443346,2022,"Action, Adventure, Fantasy","Director:, Jaume Collet-Serra, | ,     Stars:, Dwayne Johnson, , Aldis Hodge, , Pierce Brosnan, , Noah Centineo","Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods--and imprisoned just as quickly--Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",6.3,125 min,PG-13,247163,"168,152,111"
Arcane,tt11126994,2021– ,"Animation, Action, Adventure","Stars:, Hailee Steinfeld, , Kevin Alejandro, , Jason Spisak, , Terri Douglas","Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",9.0,41 min,TV-14,229646,
What We Do in the Shadows,tt7908628,2019– ,"Comedy, Fantasy, Horror","Stars:, Kayvan Novak, , Matt Berry, , Natasia Demetriou, , Harvey Guillén",A look into the nightly lives of four vampires who have lived together on Staten Island for over a century.,8.6,30 min,TV-MA,84787,
